1.000000e-02 9.479881e-03
1.232847e-02 9.995258e-03
1.519911e-02 1.053865e-02
1.873817e-02 1.111159e-02
2.310130e-02 1.171568e-02
2.848036e-02 1.235260e-02
3.511192e-02 1.302416e-02
4.328761e-02 1.373222e-02
5.336699e-02 1.447878e-02
6.579332e-02 1.526592e-02
8.111308e-02 1.609586e-02
1.000000e-01 1.697092e-02
1.232847e-01 1.789355e-02
1.519911e-01 1.886634e-02
1.873817e-01 1.989201e-02
2.310130e-01 2.097345e-02
2.848036e-01 2.211368e-02
3.511192e-01 2.331590e-02
4.328761e-01 2.458348e-02
5.336699e-01 2.591999e-02
6.579332e-01 2.732917e-02
8.111308e-01 2.881500e-02
1.000000e+00 3.038169e-02
1.232847e+00 3.203370e-02
1.519911e+00 3.377578e-02
1.873817e+00 3.561298e-02
2.310130e+00 3.755071e-02
2.848036e+00 3.959475e-02
3.511192e+00 4.175128e-02
4.328761e+00 4.402695e-02
5.336699e+00 4.642883e-02
6.579332e+00 4.896445e-02
8.111308e+00 5.164175e-02
1.000000e+01 5.446901e-02
1.232847e+01 5.745469e-02
1.519911e+01 6.060723e-02
1.873817e+01 6.393471e-02
2.310130e+01 6.744437e-02
2.848036e+01 7.114201e-02
3.511192e+01 7.503109e-02
4.328761e+01 7.911168e-02
5.336699e+01 8.337909e-02
6.579332e+01 8.782220e-02
8.111308e+01 9.242149e-02
1.000000e+02 9.714682e-02
1.232847e+02 1.019551e-01
1.519911e+02 1.067877e-01
1.873817e+02 1.115688e-01
2.310130e+02 1.162031e-01
2.848036e+02 1.205762e-01
3.511192e+02 1.245556e-01
4.328761e+02 1.279942e-01
5.336699e+02 1.307365e-01
6.579332e+02 1.326281e-01
8.111308e+02 1.335273e-01
1.000000e+03 1.333183e-01
1.232847e+03 1.319253e-01
1.519911e+03 1.293236e-01
1.873817e+03 1.255470e-01
2.310130e+03 1.206880e-01
2.848036e+03 1.148904e-01
3.511192e+03 1.083348e-01
4.328761e+03 1.012177e-01
5.336699e+03 9.372941e-02
6.579332e+03 8.603204e-02
8.111308e+03 7.824408e-02
1.000000e+04 7.043293e-02
1.232847e+04 6.261892e-02
1.519911e+04 5.479308e-02
1.873817e+04 4.694960e-02
2.310130e+04 3.912971e-02
2.848036e+04 3.146519e-02
3.511192e+04 2.419803e-02
4.328761e+04 1.764931e-02
5.336699e+04 1.213048e-02
6.579332e+04 7.832018e-03
8.111308e+04 4.754975e-03
1.000000e+05 2.728053e-03
1.232847e+05 1.490623e-03
1.519911e+05 7.827232e-04
1.873817e+05 3.984719e-04
2.310130e+05 1.981943e-04
2.848036e+05 9.692711e-05
3.511192e+05 4.684200e-05
4.328761e+05 2.245543e-05
5.336699e+05 1.070833e-05
6.579332e+05 5.089683e-06
8.111308e+05 2.414342e-06
1.000000e+06 1.143952e-06
1.232847e+06 5.416727e-07
1.519911e+06 2.563977e-07
1.873817e+06 1.213419e-07
2.310130e+06 5.742035e-08
2.848036e+06 2.717066e-08
3.511192e+06 1.285654e-08
4.328761e+06 6.083362e-09
5.336699e+06 2.878465e-09
6.579332e+06 1.362001e-09
8.111308e+06 6.444564e-10
1.000000e+07 3.049367e-10
