1.000000e-02 1.843696e-01
1.232847e-02 1.812520e-01
1.519911e-02 1.781870e-01
1.873817e-02 1.751739e-01
2.310130e-02 1.722117e-01
2.848036e-02 1.692997e-01
3.511192e-02 1.664368e-01
4.328761e-02 1.636224e-01
5.336699e-02 1.608556e-01
6.579332e-02 1.581355e-01
8.111308e-02 1.554615e-01
1.000000e-01 1.528326e-01
1.232847e-01 1.502483e-01
1.519911e-01 1.477076e-01
1.873817e-01 1.452098e-01
2.310130e-01 1.427542e-01
2.848036e-01 1.403397e-01
3.511192e-01 1.379644e-01
4.328761e-01 1.356252e-01
5.336699e-01 1.333157e-01
6.579332e-01 1.310249e-01
8.111308e-01 1.287341e-01
1.000000e+00 1.264149e-01
1.232847e+00 1.240265e-01
1.519911e+00 1.215150e-01
1.873817e+00 1.188128e-01
2.310130e+00 1.158415e-01
2.848036e+00 1.125162e-01
3.511192e+00 1.087525e-01
4.328761e+00 1.044759e-01
5.336699e+00 9.963229e-02
6.579332e+00 9.419829e-02
8.111308e+00 8.818974e-02
1.000000e+01 8.166599e-02
1.232847e+01 7.472883e-02
1.519911e+01 6.751566e-02
1.873817e+01 6.018769e-02
2.310130e+01 5.291518e-02
2.848036e+01 4.586252e-02
3.511192e+01 3.917539e-02
4.328761e+01 3.297169e-02
5.336699e+01 2.733680e-02
6.579332e+01 2.232262e-02
8.111308e+01 1.794960e-02
1.000000e+02 1.421066e-02
1.232847e+02 1.107616e-02
1.519911e+02 8.499246e-03
1.873817e+02 6.421365e-03
2.310130e+02 4.777413e-03
2.848036e+02 3.500514e-03
3.511192e+02 2.526042e-03
4.328761e+02 1.794698e-03
5.336699e+02 1.254502e-03
6.579332e+02 8.616707e-04
8.111308e+02 5.805670e-04
1.000000e+03 3.829470e-04
1.232847e+03 2.468320e-04
1.519911e+03 1.552919e-04
1.873817e+03 9.537028e-05
2.310130e+03 5.725943e-05
2.848036e+03 3.370138e-05
3.511192e+03 1.951382e-05
4.328761e+03 1.115659e-05
5.336699e+03 6.319467e-06
6.579332e+03 3.556328e-06
8.111308e+03 1.992609e-06
1.000000e+04 1.113285e-06
1.232847e+04 6.208837e-07
1.519911e+04 3.458852e-07
1.873817e+04 1.925581e-07
2.310130e+04 1.071563e-07
2.848036e+04 5.961711e-08
3.511192e+04 3.316382e-08
4.328761e+04 1.844692e-08
5.336699e+04 1.026038e-08
6.579332e+04 5.706788e-09
8.111308e+04 3.174049e-09
1.000000e+05 1.765355e-09
1.232847e+05 9.818569e-10
1.519911e+05 5.460888e-10
1.873817e+05 3.037231e-10
2.310130e+05 1.689242e-10
2.848036e+05 9.395195e-11
3.511192e+05 5.225401e-11
4.328761e+05 2.906252e-11
5.336699e+05 1.616393e-11
6.579332e+05 8.990021e-12
8.111308e+05 5.000051e-12
1.000000e+06 2.780917e-12
1.232847e+06 1.546684e-12
1.519911e+06 8.602316e-13
1.873817e+06 4.784417e-13
2.310130e+06 2.660987e-13
2.848036e+06 1.479982e-13
3.511192e+06 8.231330e-14
4.328761e+06 4.578083e-14
5.336699e+06 2.546228e-14
6.579332e+06 1.416156e-14
8.111308e+06 7.876343e-15
1.000000e+07 4.380647e-15
