1.000000e-02 5.718944e-03
1.232847e-02 6.034854e-03
1.519911e-02 6.368215e-03
1.873817e-02 6.719991e-03
2.310130e-02 7.091198e-03
2.848036e-02 7.482910e-03
3.511192e-02 7.896260e-03
4.328761e-02 8.332444e-03
5.336699e-02 8.792722e-03
6.579332e-02 9.278425e-03
8.111308e-02 9.790958e-03
1.000000e-01 1.033180e-02
1.232847e-01 1.090252e-02
1.519911e-01 1.150477e-02
1.873817e-01 1.214029e-02
2.310130e-01 1.281091e-02
2.848036e-01 1.351857e-02
3.511192e-01 1.426533e-02
4.328761e-01 1.505333e-02
5.336699e-01 1.588487e-02
6.579332e-01 1.676233e-02
8.111308e-01 1.768826e-02
1.000000e+00 1.866533e-02
1.232847e+00 1.969635e-02
1.519911e+00 2.078430e-02
1.873817e+00 2.193230e-02
2.310130e+00 2.314364e-02
2.848036e+00 2.442181e-02
3.511192e+00 2.577044e-02
4.328761e+00 2.719340e-02
5.336699e+00 2.869474e-02
6.579332e+00 3.027873e-02
8.111308e+00 3.194989e-02
1.000000e+01 3.371299e-02
1.232847e+01 3.557304e-02
1.519911e+01 3.753536e-02
1.873817e+01 3.960555e-02
2.310130e+01 4.178950e-02
2.848036e+01 4.409344e-02
3.511192e+01 4.652385e-02
4.328761e+01 4.908753e-02
5.336699e+01 5.179148e-02
6.579332e+01 5.464288e-02
8.111308e+01 5.764896e-02
1.000000e+02 6.081688e-02
1.232847e+02 6.415352e-02
1.519911e+02 6.766520e-02
1.873817e+02 7.135738e-02
2.310130e+02 7.523420e-02
2.848036e+02 7.929794e-02
3.511192e+02 8.354839e-02
4.328761e+02 8.798205e-02
5.336699e+02 9.259116e-02
6.579332e+02 9.736258e-02
8.111308e+02 1.022765e-01
1.000000e+03 1.073048e-01
1.232847e+03 1.124093e-01
1.519911e+03 1.175397e-01
1.873817e+03 1.226310e-01
2.310130e+03 1.276010e-01
2.848036e+03 1.323471e-01
3.511192e+03 1.367428e-01
4.328761e+03 1.406348e-01
5.336699e+03 1.438402e-01
6.579332e+03 1.461453e-01
8.111308e+03 1.473073e-01
1.000000e+04 1.470612e-01
1.232847e+04 1.451334e-01
1.519911e+04 1.412670e-01
1.873817e+04 1.352572e-01
2.310130e+04 1.269993e-01
2.848036e+04 1.165422e-01
3.511192e+04 1.041351e-01
4.328761e+04 9.025143e-02
5.336699e+04 7.556908e-02
6.579332e+04 6.089826e-02
8.111308e+04 4.706233e-02
1.000000e+05 3.476192e-02
1.232847e+05 2.446417e-02
1.519911e+05 1.635284e-02
1.873817e+05 1.034832e-02
2.310130e+05 6.178986e-03
2.848036e+05 3.471479e-03
3.511192e+05 1.832967e-03
4.328761e+05 9.112691e-04
5.336699e+05 4.290375e-04
6.579332e+05 1.930700e-04
8.111308e+05 8.395935e-05
1.000000e+06 3.565657e-05
1.232847e+06 1.491646e-05
1.519911e+06 6.184804e-06
1.873817e+06 2.551791e-06
2.310130e+06 1.050132e-06
2.848036e+06 4.316042e-07
3.511192e+06 1.772814e-07
4.328761e+06 7.279849e-08
5.336699e+06 2.989041e-08
6.579332e+06 1.227221e-08
8.111308e+06 5.038583e-09
1.000000e+07 2.068679e-09
